,Artist,Song Title,Full Title,Release Date,Year,Month,Day,Pageviews,url,featured_count,producer_count,writer_count,Song Lyrics,Artist Image,decade
205,2Pac,California Love,California Love by 2Pac (Ft. Dr. Dre & Roger Troutman),1995-12-03,1995.0,12.0,3.0,1524594,https://genius.com/2pac-california-love-lyrics,2,1,10, california love  california knows how to party california knows how to party in the city of la in the city of good ol watts in the city the city of compton we keep it rockin we keep it rockin  now let me welcome everybody to the wild wild west a state thats untouchable like eliot ness the track hits your eardrum like a slug to your chest pack a vest for your jimmy in the city of sex we in that sunshine state where the bombass hemp be the state where you never find a dance floor empty and pimps be on a mission for them greens lean mean moneymakingmachines servin fiends i been in the game for ten years makin rap tunes ever since honeys was wearin sassoon now its 95 and they clock me and watch me diamonds shinin lookin like i robbed liberace its all good from diego to the bay your city is the bomb if your city makin pay throw up a finger if you feel the same way dre puttin it down for california you might also like california knows how to party california knows how to party yes they do in the city of la in the city of good ol watts in the city the city of compton we keep it rockin we keep it rockin  shake shake it baby shake shake it mama shake it cali shake it shake it baby shake it shake it shake it shake it out on bail fresh out of jail california dreamin soon as i step on the scene im hearin hoochies screamin fiendin for money and alcohol the life of a westside player where cowards die and the strong ball only in cali where we riot not rally to live and die in la we wearin chucks not ballys yeah thats right dressed in locs and khaki suits and ride is what we do flossin but have caution we collide with other crews famous because we throw grams worldwide let them recognize from long beach to rosecrans bumpin and grindin like a slow jam its westside so you know the row wont bow down to no man say what you say but give me that bomb beat from dre let me serenade the streets of la from oakland to sactown the bay area and back down cali is where they put their mack down give me love california knows how to party california knows how to party yes they do in the city of la in the city of good ol watts in the city the city of compton we keep it rockin we keep it rockin  south central uh thats right now make it shake  shake shake it baby shake shake it mama shake it cali shake it shake it baby shake it shake it shake it shake it  shake it cali uh uh west coast uh yeah uh uh long beach in the house uh yeah oaktown oakland definitely in the house frisco frisco and you know la up in here pasadena where you at yeah inglewood inglewood always up to no good even hollywood tryin to get a piece baby sacramento sacramento where you at throw it up yall throw it up throw it up i cant see ya lets show these fools how we do it over on this westside cause you and i know its the best side yeah thats right west coast west coast,https://images.genius.com/46cb64bfbd6e4b6e247a18dc54eab81d.788x788x1.jpg,1990s
206,2Pac,Ambitionz Az a Ridah,Ambitionz Az a Ridah by 2Pac,1996-02-13,1996.0,2.0,13.0,1169214,https://genius.com/2pac-ambitionz-az-a-ridah-lyrics,0,1,2, thats legendary musical mercenary for money ill have these motherfuckers buried i been gettin much mail in jail niggas tellin me to kill it hahaha knowin when i get out they gon feel it yeah right witness the realest a whoridah when i put the shit inside the cries from all your people when they find her must remind ya thug life my historyll prove i been it revenge on them niggas that played me and all the cowards that was down wit it now its your nigga right beside ya hopin you listen got you payin attention to my ambitions as a ridah  i wont deny it im a straight ridah you dont wanna fuck with me my ambitions as a ridah got the police bustin at me but they cant do nothin to a g i wont deny it im a straight ridah you dont wanna fuck with me got the police bustin at me but they cant do nothin to a g i wont deny it im a straight ridah you dont wanna fuck with me,https://images.genius.com/46cb64bfbd6e4b6e247a18dc54eab81d.788x788x1.jpg,1990s
207,2Pac,All Eyez On Me,All Eyez On Me by 2Pac (Ft. Big Syke),1996-02-13,1996.0,2.0,13.0,1152527,https://genius.com/2pac-all-eyez-on-me-lyrics,1,1,6," big syke nook hank bogart big sur yeah yall know how this shit go you know all eyes on me motherfuckin og roll up in the club and shit is that right all eyes on me all eyes on me but you know what  i bet you got it twisted you dont know who to trust so many playerhatin niggas tryna sound like us say they ready for the funk but i dont think they knowin straight to the depths of hell is where those cowards goin well are you still down nigga holla when you see me and let these devils be sorry for the day they finally freed me i got a caravan of niggas every time we ride hittin motherfuckers up when we pass by until i die live the life of a boss player cause even when im high fuck with me and get crossed later the futures in my eyes cause all i want is cash and thangs a fivedouble0 benz flauntin flashy rings uhh bitches pursue me like a dream been known to disappear before your eyes just like a dope fiend it seems my main thing was to be major paid the game sharper than a motherfuckin razor blade say money bring bitches bitches bring lies one niggas gettin jealous and motherfuckers died depend on me like the first and fifteenth they might hold me for a second but these punks wont get me we got foe niggas and low riders in ski masks screamin ""thug life"" every time they pass all eyes on me you might also like live the life of a thug nigga until the day i die live the life of a boss player all eyes on me cause even gettin high all eyes on me live the life of a thug nigga until the day i die live the life of a boss player cause even gettin high  hey to my nigga pac  so much trouble in the world nigga cant nobody feel your pain the worlds changin every day times movin fast my girl said i need a raise how long will she last im caught between my woman and my pistol and my chips triple beam got some smokers on whistle as i dip im lost in the land with no plan livin life flawless crime boss contraband let me toss this mediocres got a lot of nerve let my bucket swerve im takin off from the curb the nervousness neglect make me pack a tec devoted to servin this moët and pay checks like akai satellite nigga im forever ballin it aint right parasites triggers and fleas crawlin sucker duck and get busted no emotion my devotion is handlin my business nigga keep on coastin where you goin i been there came back as lonely homie steady flowin against the grain niggas still dont know me its about the money in this rap shit this crap shit it aint funny niggas dont even know how to act shit what can i do what can i say is there another way blunts and gin all day 24 parlay my little homie g cant you see im busterfree niggas cant stand me all eyes on me live the life of a thug nigga until the day i die live the life of a boss player cause even gettin high all eyes on me all eyes on me live the life of a thug nigga until the day i die live the life of a boss player cause even gettin high all eyes on me  the feds is watchin niggas plottin to get me will i survive will i die come on lets picture the possibility givin me charges lawyers makin a grip i told the judge i was raised wrong and thats why i blaze shit was hyper as a kid cold as a teenager on my mobile callin big shots on the scene major packin hundreds in my drawers fuck the law bitches i fuck with a passion im livin rough and raw catchin cases at a fast rate ballin in the fast lane hustle til the mornin never stopped until the cash came live my life as a thug nigga until the day i die live my life as a boss player cause even gettin high these niggas got me tossin shit i put the top down now its time to floss my shit keep your head up nigga make these motherfuckers suffer up in the benz burnin rubber the money is mandatory the hoes is for the stress this criminal lifestyle equipped with a bulletproof vest make sure your eyes is on the meal ticket get your money motherfucker lets get rich and well kick it all eyes on me live the life as a thug nigga until the day i die live the life as a boss player cause even gettin high all eyes on me all eyes on me live the life of a thug nigga until the day i die live the life of a boss player cause even gettin high all eyes on me  pay attention my niggas see how that shit go nigga walk up in this motherfucker and it be like ""bing"" cops bitches everymotherfuckinbody live my life as a thug nigga until the day i die live my life as a boss playa cause even gettin high i got bustas hoes and police watchin a nigga you know i live my life as a thug nigga until the day i die livin life as a boss playa cause even gettin high he he he its like what they think im walkin around with some kis in my pocket or somethin they think im goin back to jail they really on that dope live my life as a thug nigga until the day i die live my life as a boss playa i know yall watchin i know yall got me in the scopes live my life as a thug nigga until the day i die live my life as a boss playa cause even gettin high i know yall know this is thug life baby yall got me under surveillance huh all eyes on me but im knowin",https://images.genius.com/46cb64bfbd6e4b6e247a18dc54eab81d.788x788x1.jpg,1990s
208,2Pac,2 Of Amerikaz Most Wanted,2 Of Amerikaz Most Wanted by 2Pac (Ft. Snoop Dogg),1996-05-07,1996.0,5.0,7.0,702067,https://genius.com/2pac-2-of-amerikaz-most-wanted-lyrics,1,1,3," up outta there aint nothin but a gangsta party eh light that up snoop why you actin like that ahh shit you done fucked up now aint nothin but a gangsta party you done put two of americas most wanted in the same motherfuckin place at the same motherfuckin time aint nothin but a gangsta party ha ha ha ha yall niggas about to feel this aint nothin but a gangsta party break out the champagne glasses and the motherfuckin condoms have one on us aight aint nothin but a gangsta party a toast to the gangsters  picture perfect i paint a perfect picture bombin hoochies with precision my intentions to get richer with the sn doubleop dogg my fuckin homie yous a coldass nigga on them hogs  sho nuff i keep my hand on my gun cause they got me on the run now im back in the courtroom waitin on the outcome ""free 2pac"" is all thats on a niggas mind but at the same time it seems they tryin to take mine so ima get smart and get defensive and shit and put together a million march for some gangsta shit you might also like so now they got us laced two multimillionaire motherfuckers catchin cases bitches get ready for the throw down the shits about to go down me and snoop about to clown im losin my religion im vicious on these stool pigeons you might be deep in this game but you got the rules missin niggas be actin like they savage they out to get the cabbage ive got nothin but love for my niggas livin lavish  ive got a pit named petey she nigerino ive got a house out in the hills right next to chino and i think ive got a black beamer but my dream is to own a fly casino like bugsy siegel and do it all legal and get scooped up by the little homie in the regal it feels good to you babybubba you see this is for the gs and the keys motherfucker  now follow as we ride motherfuck the rest two of the best from the westside and i can make you famous niggas been dyin for years so how can they blame us i live in fear of a felony i never stop bailin these motherfuckin gs if you got it better flaunt it another warrant 2 of amerikaz most wanted aint nothin but a gangsta party aint nothin but a gangsta party nothin but a gangsta party aint nothin but a gangsta party nothin but a gangsta party it aint nothin but a motherfuckin gangsta party aint nothin but a gangsta party nothin but a gangsta party it aint nothin but a motherfuckin gangsta party aint nothin but a gangsta party  now give me fifty feet defeat is not my destiny release me to the streets and keep whatevers left of me jealousy is misery suffery is greed better be prepared when you cowards fuck with me i bust and flee these niggas must be crazy what there aint no mercy motherfuckers who can fade the thug you thought it was but it wasnt now disappear bow down in the presence of a boss player  its like cuh blood gangbangin everybody in the party doin dopeslangin you gotta have paper in this world you might get your first snatch before your eyes swirl you doin your job every day and then you work so hard til your hair turn gray let me tell you bout life and bout the way it is you see we live by the gun so we die by the guns kid they tell me not to roll with my glock so now i got a throwaway floatin in the black benz bitch tryin to do a show a day they wonder how i live with five shots niggas is hard to kill on my block schemes for currency and doughrelated affiliated with the hustlers so we made it no answers to questions im tryin to get up on it my nigga dogg and me eternally the most wanted  aint nothin but a gangsta party aint nothin but a gangsta party aint nothin but a gangsta party aint nothin but a gangsta party nothin but a gangsta party it aint nothin but a motherfuckin gangsta party aint nothin but a gangsta party nothin but a gangsta party it aint nothin but a motherfuckin gangsta party aint nothin but a gangsta party nothin but a gangsta party it aint nothin but a motherfuckin gangsta party aint nothin but a gangsta party nothin but a gangsta party it aint nothin but a motherfuckin gangsta party aint nothin but a gangsta party  bitch where you at where you at aint nothin but a gangsta party yeah death row",https://images.genius.com/46cb64bfbd6e4b6e247a18dc54eab81d.788x788x1.jpg,1990s
209,2Pac,Life Goes On,Life Goes On by 2Pac,1996-02-13,1996.0,2.0,13.0,698316,https://genius.com/2pac-life-goes-on-lyrics,0,1,4," how many brothers fell victim to the streets rest in peace young nigga theres a heaven for a g be a lie if i told you that i never thought of death my niggas we the last ones left but life goes on how many brothers fell victim to the streets rest in peace young nigga theres a heaven for a g be a lie if i told you that i never thought of death my niggas we the last ones left but life goes on  as i bail through the empty halls breath stinkin in my jaws ring ring ring — quiet yall incomin call plus this my homie from high school he gettin by its time to bury another brother nobody cry life as a baller alcohol and booty calls we used to do em as adolescents do you recall raised as gs loced out and blazed the weed get on the roof lets get smoked out and blaze with me two in the morning and we still high assed out screamin ""thug til i die"" before i passed out but now that youre gone im in the zone thinkin i dont wanna die all alone but now you gone and all i got left are stinkin memories i love them niggas to death im drinkin hennessy while tryin to make it last i drank a fifth for that ass when you passed cause life goes on you might also like how many brothers fell victim to the streets rest in peace young nigga theres a heaven for a g be a lie if i told you that i never thought of death my niggas we the last ones left but life goes on how many brothers fell victim to the streets rest in peace young nigga theres a heaven for a g be a lie if i told you that i never thought of death my niggas we the last ones left and life goes on  yeah nigga i got the word its hell you blew trial and the judge gave you 25 with an l time to prepare to do fed time wont see parole imagine life as a convict thats gettin old plus with the drama were lookin out for your babys mama takin risks while keepin cheap tricks from gettin on her life in the hood is all good for nobody remember gamin on dumb hotties at yo party me and you no truer two while schemin on hits and gettin tricks that maybe we can slide into but now you buried — rest nigga cause i aint worried eyes blurry sayin goodbye at the cemetery though memories fade i got your name tatted on my arm so we both ball til my dyin days before i say goodbye kato and mental rest in peace thug til i die how many brothers fell victim to the streets rest in peace young nigga theres a heaven for a g be a lie if i told you that i never thought of death my niggas we the last ones left but life goes on how many brothers fell victim to the streets rest in peace young nigga theres a heaven for a g be a lie if i told you that i never thought of death my niggas we the last ones left cause life goes on  bury me smilin with gs in my pocket have a party at my funeral let every rapper rock it let the hoes that i used to know from way befo kiss me from my head to my toe give me a paper and a pen so i can write about my life of sin a couple bottles of gin in case i dont get in tell all my people im a ridah nobody cries when we die we outlawz let me ride until i get free i live my life in the fast lane got police chasin me to my niggas from old blocks from old crews niggas that guided me through back in the old school pour out some liquor have a toast for the homies see we both gotta die but you chose to go before me and brothers miss you while you gone you left your nigga on his own how long we mourn life goes on how many brothers fell victim to the streets rest in peace young nigga theres a heaven for a g be a lie if i told you that i never thought of death my niggas we the last ones left but life goes on how many brothers fell victim to the streets rest in peace young nigga theres a heaven for a g be a lie if i told you that i never thought of death my niggas we the last ones left but life goes on  life goes on homie gone on cause they passed away niggas doin life niggas doin 50 and 60 years and shit i feel you nigga trust me i feel you you know what i mean last year we poured out liquor for ya this year nigga life goes on were gonna clock now get money evade bitches evade tricks give playa haters plenty of space and basically just represent for you baby next time you see your niggas we gon be on top nigga you gon be like ""goddamn them niggas came up"" thats right baby life goes on and we up out this bitch hey kato mental yall niggas make sure its poppin when we get up there man dont front life goes on hold me no more hold me no more yes it do yes it do yes it do",https://images.genius.com/46cb64bfbd6e4b6e247a18dc54eab81d.788x788x1.jpg,1990s
210,2Pac,The Rose That Grew From Concrete,The Rose That Grew From Concrete by 2Pac (Ft. Nikki Giovanni),2000-11-21,2000.0,11.0,21.0,641208,https://genius.com/2pac-the-rose-that-grew-from-concrete-lyrics,1,1,1,"* poems written by shakur as ~ interpreted by other artists  you try to plant somethin in the conrete yknowhatimean if it grow and the and the rose petal got all kind of scratches and marks you not gon say ""damn look at all the scratches and marks on the rose that grew from concrete"" you gon be like ""damn a rose grew from the concrete"" same thing with me yknahmean i grew out of all of this instead of sayin ""damn he did this he did this"" just be like ""damn he grew out of that he came out of that"" thats what they should say yknowhatimean all the trouble to survive and make good out of the dirty nasty yknowhahatimean unbelievable lifestyle they gave me im just tryin to make somethin  when no one even cared the rose it grew from concrete keepin all these dreams provin natures laws wrong it learned how to walk without havin feet it came from concrete  did you hear about the rose that grew from a crack in the concrete provin natures laws wrong it learned how to walk without havin feet funny it seems but by keepin its dreams it learned to breathe fresh air long live the rose that grew from concrete when no one else even cared no one else even cared the rose that grew from concrete you might also like did you hear did you hear about the rose that grew from a crack in the concrete provin natures laws wrong it learned to walk without having feet funny it seems but by keeping its dreams it learned to breathe fresh air long live the rose that grew from concrete when no one else even cared  keepin all these dreams provin natures laws wrong it learned how to walk without havin feet to breathe the fresh air it came from concrete to breathe the fresh air to breathe the fresh air to breathe the fresh air  you see you wouldnt ask why the rose that grew from the concrete had damaged petals on the contrary we would all celebrate its tenacity we would all love its will to reach the sun well we are the roses  this is the concrete  and these are my damaged petals dont ask me why thank god nigga ask me how hahahaha",https://images.genius.com/46cb64bfbd6e4b6e247a18dc54eab81d.788x788x1.jpg,1990s
211,2Pac,I Ain’t Mad At Cha,I Ain't Mad At Cha by 2Pac (Ft. Danny Boy Steward),1996-09-15,1996.0,9.0,15.0,622929,https://genius.com/2pac-i-aint-mad-at-cha-lyrics,1,1,3," change shit i guess change is good for any of us whatever it take for any of yall niggas to get up out the hood shit im wit ya i aint mad at cha got nothin but love for ya do your thing boy yeah all the homies that i aint talk to in a while ima send this one out for yall know what i mean cause i aint mad at cha heard yall tearin up shit out there kickin up dust givin a motherfuck yeah niggas cause i aint mad at cha  now we was once two niggas of the same kind quick to holla at a hoochie with the same line you was just a little smaller but you still rolled got stretched to ya and hit the hood swoll member when you had a jheri curl didnt quite learn on the block witcha glock trippin off sherm collect calls to the crib sayin how youve changed oh you a muslim now no more dope game heard you might be comin home just got bail wanna go to the mosque dont wanna chase tail it seems i lost my little homie hes a changed man hit the pen and now no sinnin is the game plan when i talk about money all you see is the struggle when i tell you im livin large you tell me its trouble congratulations on the weddin i hope your wife know she got a playa for life and thats no bullshittin i know we grew apart you probably dont remember i used to fiend for your sister but never went up in her and i can see us after school wed bomb on the first motherfucker with the wrong shit on now the whole shits changed and we dont even kick it got a big money scheme and you aint even with it knew in my heart you was the same motherfucker that go toe to toe when its time to roll you got a brothers back and i cant even trip cause im just laughin at cha you tryin hard to maintain then go ahead cause i aint mad at cha you might also like i aint mad at cha i aint mad at cha i aint mad at cha  we used to be like distant cousins fightin playin dozens whole neighborhood buzzin knowin that we wasnt used to catch us on the roof or behind the stairs im gettin blitzed and i reminisce on all the times we shared besides bumpin and grindin wasnt nothin on our mind in time wed learned to live a life of crime rewind us back to a time was much too young to know i caught a felony lovin the way the guns blow and even though we separated you said that youd wait dont give nobody no coochie while ill be locked up state i kiss my mama goodbye and wipe the tears from her lonely eyes said ill return but i gotta fight the fates arrived dont shed a tear cause mama i aint happy here i blew trial no more smiles for a couple years they got me goin mad im knockin busters on they backs in my cell thinkin ""hell i know one day ill be back"" as soon as i touch down i told my girl id be there so prepare to get fucked down the homies wanna kick it but im just laughin at cha cause yous a downass bitch and i aint mad at cha i aint mad at cha i aint mad at cha i aint mad at cha a true downass bitch and i aint mad at cha  well guess whos movin up this niggas ballin now bitches be callin to get it hookers keep fallin down he went from nothin to lots ten carats to rock went from a nobody nigga to the big man on the block hes mr localcelebrity addicted to movin kis most hated by enemies escape in the luxury see first you was our nigga but you made it so the choice is made now we gotta slay you while you faded in the younger days so full of pain while the weapons blaze gettin so high off that bomb hopin we make it to the better days cause crime pays and in time youll find a rhymell blaze youll feel the fire from the niggas in my younger days so many changed on me so many tried to plot that i keep a glock beside my head when will it stop til god return me to my essence cause even as an adolescent i refused to be a convalescent so many questions and they ask me if im still down i moved up out of the ghetto so i aint real now they got so much to say but im just laughin at cha you niggas just dont know but i aint mad at cha i aint mad at cha i aint mad at cha i aint mad at cha hell nah i aint mad at cha i aint mad at cha and i aint mad at cha i aint mad at cha i aint mad at cha i aint mad at cha i aint mad at cha",https://images.genius.com/46cb64bfbd6e4b6e247a18dc54eab81d.788x788x1.jpg,1990s
212,2Pac,Only God Can Judge Me,Only God Can Judge Me by 2Pac (Ft. Rappin' 4-Tay),1996-02-13,1996.0,2.0,13.0,620706,https://genius.com/2pac-only-god-can-judge-me-lyrics,1,2,4," only god can judge me that right only god can judge me now nobody else nobody else all you other motherfuckers get out my business really only god can judge me now  perhaps i was blind to the facts stabbed in the back i couldnt trust my own homies just a bunch of dirty rats will i succeed paranoid from the weed and hocus pocus try to focus but i cant see and in my mind im a blind man doin time look to my future ‘cause my past is all behind me is it a crime to fight for what is mine everybodys dyin tell me whats the use in tryin ive been trapped since birth cautious ‘cause im cursed and fantasies of my family in a hearse and they say its the white man i should fear but its my own kind doin all the killin here i cant lie aint no love for the other side jealousy inside make em wish i died oh my lord tell me what im livin for everybodys droppin got me knockin on heavens door and all my memories of seein brothers bleed and everybody grieves but still nobody sees recollect your thoughts dont get caught up in the mix ‘cause the media is full of dirty tricks you might also like only god can judge me only god can judge me only god only god can judge me only god can judge me only god can judge me only god only god can judge me now only god can judge me only god only god can judge me only god can judge me only god only god can judge me  flatline i hear the doctor standin over me screamin i can make it got a body full of bullet holes layin here naked still i cant breathe somethings evil in my iv ‘cause everytime i breathe i think they killin me im havin nightmares homicidal fantasies i wake up strangled entangled in my bed sheets i call the nurse ‘cause it hurts to reminisce how did it come to this i wish they didnt miss somebody help me tell me where to go from here ‘cause even thugs cry but do the lord care try to remember but it hurts im walkin through the cemetery talkin to the dirt id rather die like a man than live like a coward theres a ghetto up in heaven and its ours ""black power"" is what we scream as we dream in a paranoid state and our fate is a lifetime of hate dear mama can you save me and fuck peace ‘cause the streets got our babies we gotta eat no more hesitation each and every black males trapped and they wonder why we suicidal running round strapped mr police please try to see that theres a million motherfuckers stressin just like me only god can judge me only god can judge me only god only god can judge me only god can judge me only god can judge me only god only god can judge me now only god can judge me only god only god can judge me only god can judge me only god only god can judge me  that which does not kill me can only make me stronger thats for real and i dont see why everybody feel as though that they gotta tell me how to live my life you know let me live baby let me live  pac i feel ya keep servin it on the reala for instance say a playahatin mark is out to kill ya would you be wrong for buckin a nigga to the pavement he gon get me first if i dont get him fool start prayin aint no such thing as selfdefense in the court of law so judge us when we get to where were goin wearin a cross thats real got him lurked him crept the fuck up on him sold a half a million tapes now everybody want him after talkin behind my back like a bitch would tellin them niggas ""you can fade him"" punk i wish you would it be them same motherfuckers in your face thatll rush up in your place to get your safe knowin you on that paper chase grass glass big screen and leather couch my new shit is so fetti already sold a ki or ounce bitch remember 2pac and 4tay the same two brothers dodgin bullets representin the bay pac when you was locked down thats when ""ill be around"" start climbin up the charts so sick but they tried to clown thats why they ride the bandwagon still be draggin sellin lies dont think i dont see you haters i know yall in disguise guess you figure you know me ‘cause im a thug that love to hit the late night clubs drink them buds been livin lavish like a player all day now im bout to floss some boss player shit with 4tay  only god can judge me only god can judge me only god only god can judge me only god can judge me only god can judge me only god only god can judge me now only god can judge me only god only god can judge me only god can judge me only god only god can judge me  only god man that right that’s real hahahahahaha fuck everybody else you know what i’m sayin man look here man my only fear of death is comin back to this bitch reincarnated man that’s for the homie mental hehehehe we up out",https://images.genius.com/46cb64bfbd6e4b6e247a18dc54eab81d.788x788x1.jpg,1990s
213,2Pac,Me Against the World,Me Against the World by 2Pac (Ft. Outlawz),1995-03-14,1995.0,3.0,14.0,586179,https://genius.com/2pac-me-against-the-world-lyrics,1,1,11, its just me against the world nothin to lose its just me against the world baby i got nothin to lose its just me against the world stuck in the game me against the world baby  can you picture my prophecy stress in the city the cops is hot for me the projects is full of bullets though bodies is droppin there aint no stoppin me constantly movin while makin millions witnessin killings leavin dead bodies in abandoned buildings cant reach the children cause theyre illin addicted to killin and the appeal from the cap peelin without feelin but will they last or be blasted hardheaded bastard maybe hell listen in his casket the aftermath more bodies bein buried im losin my homies in a hurry theyre relocatin to the cemetery got me worried stressin my visions blurry the question is will i live no one in the world loves me im headed for danger dont trust strangers put one in the chamber whenever im feelin this anger dont wanna make excuses cause this is how it is whats the use unless were shootin no one notices the youth its just me against the world baby you might also like me against the world its just me against the world its just me against the world me against the world cause its just me against the world baby hey me against the world ooh yeah i got nothin to lose its just me against the world baby i got nothin to lose  could somebody help me im out here all by myself see ladies in stores baby capones livin wealthy pictures of my birth on this earth is what im dreamin seein daddys semen full of crooked demons already crazy and screamin i guess them nightmares as a child had me scared but left me prepared for a while is there another route for a crooked outlaw veteran a villain a young thug who one day shall fall  everyday theres mo death and plus im doughless im seein more reasons for me to proceed with thievin scheme on the schemin and leave they peeps grievin cause aint no bucks to stack up my nuts is backed up im about to act up go load the mac up now watch me klacka tried makin fat cuts but yo it aint workin and evils lurkin i can see him smirkin when i gets to pervin so what go put some work in and make my mail makin sales riskin 25 with a l but oh well me against the world with nothin to lose ooh yeah its just me against the world its just me against the world baby me against the world i got nothin to lose its just me against the world its just me against the world baby with nothin to lose its just me against the world baby me against the world me against the world i got nothin to lose its just me against the world baby with all this extra stressin the question i wonder is after death after my last breath when will i finally get to rest through this oppression they punish the people thats askin questions and those that possess steal from the ones without possessions the message i stress to make it stop study your lessons dont settle for less even the genius asks his questions be grateful for blessings dont ever change keep your essence the power is in the people and politics we address always do your best dont let this pressure make you panic and when you get stranded and things dont go the way you planned it dreamin of riches in a position of makin a difference politicians are hypocrites they dont wanna listen if im insane its the fame made a brother change it wasnt nothin like the game its just me against the world me against the world nothin to lose its just me against the world baby me against the world got me stuck in the game ooh yeah its just me against the world nothin to lose its just me against the world baby me against the world  hahaha thats right i know it seem hard sometimes but uh remember one thing through every dark night theres a bright day after that so no matter how hard it get stick your chest out keep your head up and handle it,https://images.genius.com/46cb64bfbd6e4b6e247a18dc54eab81d.788x788x1.jpg,1990s
214,2Pac,Do For Love,Do For Love by 2Pac (Ft. Eric Williams),1997-11-25,1997.0,11.0,25.0,536498,https://genius.com/2pac-do-for-love-lyrics,1,1,5, turn it up loud hahaha ahahaha hey man you a little sucker for love pac word up hahahahaha  i shouldve seen you was trouble right from the start taught me so many lessons how not to mess with broken hearts so many questions when this began we was the perfect match perhaps we had some problems but we workin at it and now the arguments are gettin loud i wanna stay but i can’t help from walkin out just throw it away just take my hand and understand if you could see i never planned to be your man it just wasn’t me but now i’m searchin’ for commitment in other arms i wanna shelter you from harm don’t be alarmed your attitude was the cause you got me stressin’ soon as i open up the door with your jealous questions like where can i be youre killin me with your jealousy now my ambitions to be free i cant breathe cause soon as i leave its like a trap i hear you callin me to come back im a sucka for love  what you won’t do do for love you tried everything but you don’t give up what you won’t do do for love you tried everything but you don’t give up you might also like just when i thought i broke away and im feelin happy you try to trap me say you pregnant and guess who the daddy don’t wanna fall for it but in this case what could i do so now i’m back to makin promises to you tryin to keep it true what if i’m wrong a trick to keep me holdin on tryin’ to be strong and in the process keep you goin i’m bout to lose my composure i’m gettin’ close to packin’ up and leavin’ notes and gettin’ ghost tell me who knows a peaceful place where i can go to clear my head i’m feelin low losin’ control my heart is sayin’ leave oh what a tangled web we weave when we conspire to conceive and now you gettin’ calls at the house guess you cheatin’ that’s all i need to hear cause i’m leavin’ i’m out the door never no more will you see me this is the end cause now i know you’ve been cheatin i’m a sucka for love what you won’t do do for love you tried everything but you don’t give up what you won’t do do for love you tried everything but you don’t give up  now he left you with scars tears on your pillow and you still stay as you sit and pray hoping the beatings’ll go away it wasn’t always a hitandrun relationship it used to be love happiness and companionship remember when i treated you good i moved you up to the hills out the ills of the ghetto hood me and you a happy home when it was on i had a love to call my own i shouldve seen you was trouble but i was lost trapped in your eyes preoccupied with gettin’ tossed no need to lie you had a man and i knew it you told me don’t worry bout it we can do it now i’m under pressure make a decision cause i’m waitin’ when i’m alone i’m on the phone havin’ secret conversations huh i wanna take your misery replace it with happiness but i need your faith in me i’m a sucka for love what you won’t do do for love you tried everything but you don’t give up what you won’t do do for love you tried everything but you don’t give up  what you won’t do do for love you tried everything but you don’t give up what you won’t do do for love you tried everything but you don’t give up what you won’t do do for love you tried everything but you don’t give up what you won’t do do for love you tried everything but you don’t give up do for love yeah baby yeah do for love,https://images.genius.com/46cb64bfbd6e4b6e247a18dc54eab81d.788x788x1.jpg,1990s
215,2Pac,Can’t C Me,Can't C Me by 2Pac (Ft. George Clinton),1996-02-13,1996.0,2.0,13.0,536501,https://genius.com/2pac-cant-c-me-lyrics,1,1,2, bang like a crip or blood nigga what it aint nothin but a party when we thug and there i was a young nigga with heart aint had shit to lose pullin my pistol on them fools you know the rules dre you got me heated my words like a penitentiary dick hittin bitches where its most needed money and weed alizé and hennessy to my thug niggas in lock down witness me bail on these hoes in flossmode the life of a boss player fuck what you thought though my enemies deceased die like a bitch when my album hit the streets niggas cant see me  niggas cant see me they cant see me which way did he go george which way did he go oh which way did he go which way did he go you niggas made a mistake you shouldve never put my rhymes with dre them thug niggas have arrived and its judgement day hey homie if you feel me tell them tricks that shot me that they missed they aint kill me i can make a motherfucker shake rattle and roll im full of liquor thug nigga quick to jab at them hoes and i can make you jealous niggas famous fuck around with 2pac and see how good a niggas aim is im just a rich motherfucker from the way if this rappin bring me money then im rappin till im paid im gettin green like im supposed to nigga i holla at these hoes and see how many i can go through look to the star and visualize my debut niggas know me player i gotta stay true dont be a dumb motherfucker cause its crazy after dark where the true thugniggas see your heart niggas cant see me  yo check this out stay off his dick  niggas cant see me right before your eyes ill disappear from here you niggas cant see me you cant see me i know its hard nigga im all up in your face but you still cant see me you cant see me all up in your range but niggas cant see me 20/20 vision wont visualize im in the flesh baby but you cant see me all those glasses wont help you realize you blinded you blinded you cant see me you cant see me thug life baby dont believe everything you read alizé and weed you cant see me right before your very eyes you wont even visualize you cant see me dr dre all day 2pac niggas cant see me i dedicate this to you punk motherfuckers this ones for you big baby cause you bitchass niggas cant see me niggas cant see me you cant see me see no evil hear no evil speak no evil you wont see me yeah first you see me now you dont wanna see me but you wont come to see me but you cant oh you cant see me you cant see me right between your eyes and youll never realize right before your eyes you wont even realize visualize what you cant see,https://images.genius.com/46cb64bfbd6e4b6e247a18dc54eab81d.788x788x1.jpg,1990s
